0.039,4068.333,0
0.081,5512.921,0
0.0,5990.161,1
0.0,7602.887,1
0.048,6325.037,0
0.025,6628.736,0
0.04,5206.9,0
0.0,5511.205,1
0.0,4935.992,1
0.0,7851.03,0
0.095,6911.737,0
0.029,6115.394,0
0.0,6220.39,1
0.0,7436.432,1
0.003,5011.09,1
0.0,5449.023,1
0.0,4530.58,1
0.0,6015.326,1
0.006,5152.085,1
0.006,5445.482,1
0.0,5660.507,1
0.042,4196.932,0
0.024,6697.811,0
0.012,5180.907,1
0.0,7510.953,1
0.044,6002.377,0
0.033,6173.015,0
0.0,5071.68,1
0.012,6723.112,0
0.031,3429.488,0
0.021,6054.057,0
0.016,5967.266,0
0.033,6063.758,0
0.046,6536.779,0
0.015,6982.899,0
0.0,7129.559,1
0.01,5740.787,0
0.0,5905.473,1
0.0,6608.004,1
0.054,3928.175,0
0.082,7511.114,0
0.0,4754.598,1
0.0,4939.096,0
0.0,5257.249,1
0.045,7860.527,0
0.0,7069.453,1
0.008,6238.962,1
0.0,4945.59,1
0.0,5460.821,1
0.0,4786.342,1
0.086,5310.34,0
0.012,5152.446,0
0.017,5020.548,1
0.0,4413.463,0
0.013,6410.439,0
0.077,6891.679,0
0.121,5735.906,1
0.058,3414.771,0
0.047,4636.171,0
0.04,7411.888,0
0.045,4185.474,0
0.017,6967.152,0
0.016,6991.306,0
0.0,5775.212,1
0.037,4360.187,0
0.0,3751.973,1
0.067,3513.625,0
0.0,3852.98,1
0.026,5153.94,0
0.0,5048.753,1
0.0,3753.377,1
0.056,4947.814,0
0.061,4687.425,0
0.0,4562.415,1
0.0,6399.043,1
0.052,5875.675,0
0.026,5492.39,0
0.011,3991.492,1
0.0,4076.492,1
0.048,5065.184,0
0.0,4644.42,1
0.016,7199.889,0
0.0,4644.612,1
0.0,4599.514,1
0.0,5311.063,1
0.0,7344.952,1
0.045,5441.028,0
0.0,4743.511,1
0.0,4812.677,1
0.046,6596.954,0
0.062,5028.669,0
0.027,4472.001,0
0.076,4858.716,0
0.017,5999.761,0
0.0,5016.23,0
0.042,6866.472,0
0.022,5970.786,0
0.037,5162.745,0
0.076,5854.191,0
0.033,6331.086,0
0.0,3476.67,1
0.0,4929.848,1
0.02,5019.199,1
0.0,6264.431,1
0.012,5616.93,1
0.049,5799.167,0
0.0,5731.998,0
0.0,5370.055,0
0.053,4192.927,0
0.077,4312.94,0
0.028,4070.13,1
0.0,6474.196,1
0.005,4417.346,1
0.048,6209.905,0
0.02,6461.441,0
0.0,6205.997,1
0.054,5333.755,0
0.002,6360.126,1
0.0,6339.37,1
0.0,6040.531,0
0.0,5372.798,1
0.003,5850.896,1
0.009,5579.454,1
0.0,5940.853,1
0.03,5390.178,0
0.002,5028.481,1
0.0,7666.739,1
0.014,5051.907,1
0.04,4971.723,0
0.026,6488.704,0
0.05,4700.426,0
0.013,7439.143,0
0.0,3491.354,1
0.042,6624.315,0
0.012,4396.709,1
0.0,5619.492,1
0.009,5181.652,1
0.0,4561.685,1
0.0,5861.584,1
0.0,6937.282,1
0.04,7093.162,0
0.0,6369.766,1
0.0,6496.351,1
0.011,4779.364,1
0.013,7180.445,1
0.0,6971.233,1
0.013,3813.193,0
0.0,6163.362,0
0.0,5439.572,0
0.033,4812.941,0
0.069,6072.255,0
0.0,5180.021,1
0.044,5502.954,0
0.0,5491.277,1
0.0,5861.161,1
0.0,6393.584,0
0.0,4555.849,1
0.0,5618.621,1
0.005,6758.809,1
0.023,6191.931,0
0.0,5999.953,1
0.019,7010.296,0
0.012,5750.659,1
0.0,4642.195,1
0.015,4457.929,1
0.031,6129.875,0
0.03,5352.813,0
0.0,5477.664,1
0.056,3107.91,0
0.045,4223.157,0
0.0,5029.283,1
0.0,3712.442,1
0.001,4181.775,1
0.033,6685.72,0
0.0,5762.023,1
0.0,5319.511,1
0.0,4902.846,1
0.038,4364.708,0
0.0,4530.435,1
0.028,5822.225,0
0.007,6855.758,1
0.009,5603.809,1
0.0,6736.044,1
0.0,4752.607,1
0.005,6086.491,1
0.059,6780.919,0
0.028,5738.996,0
0.026,5202.229,0
0.122,3441.481,1
0.068,6998.856,0
0.025,5426.414,0
0.047,4454.641,0
0.0,6136.485,1
0.028,6061.404,0
0.0,4731.826,1
0.016,5063.267,0
0.0,6042.764,1
0.0,5657.54,1
0.061,5469.356,0
0.002,6145.641,1
0.0,4768.507,1
0.0,5909.966,1
0.0,4992.373,1
0.0,6509.358,1
0.0,5750.796,1
0.023,7267.875,0
0.0,5381.951,1
0.0,5571.959,1
0.01,7376.876,0
0.0,5028.634,0
0.008,5156.856,1
0.0,4595.35,1
0.0,6055.72,1
0.024,5904.995,0
0.046,4575.897,0
0.013,4396.867,1
0.029,4907.052,0
0.0,5890.392,1
0.0,4389.864,1
0.031,5725.89,0
